weeks_ago,review_count,avg_rating,avg_sentiment,review_count_roll4,avg_rating_roll4,avg_sentiment_roll4
0.05357142857142857,1,4.5,0.0,1.0,4.5,0.0
0.14285714285714285,22,4.5227272727272725,0.8636363636363636,11.5,4.511363636363637,0.4318181818181818
0.2857142857142857,34,4.647058823529412,0.8823529411764706,19.0,4.556595365418895,0.5819964349376114
0.42857142857142855,44,4.704545454545454,0.9318181818181818,25.25,4.593582887700535,0.669451871657754
0.5714285714285714,43,4.813953488372093,0.9534883720930233,35.75,4.672071259793558,0.9078239646810098
0.7142857142857142,46,4.673913043478261,0.8695652173913043,41.75,4.709867702481304,0.9093061781197449
0.8571428571428571,31,4.225806451612903,0.9354838709677419,41.0,4.604554609502178,0.9225889105675628
1.0,343,4.556851311953353,0.9271137026239067,115.75,4.567631073854153,0.9214127907689941
2.0,336,4.510416666666667,0.9166666666666666,189.0,4.491746868427796,0.9122073644124049
3.0,349,4.467048710601719,0.9283667621776505,264.75,4.440030785208661,0.9269077506089913
4.0,95,4.489473684210527,0.8421052631578947,280.75,4.505947593358066,0.9035630986565296
4.345,1654,4.596130592503023,0.9455864570737605,608.5,4.5157674134954835,0.908181287268993
8.69,1544,4.587111398963731,0.9805699481865285,910.5,4.534941096569749,0.9241571076489585
13.035,1325,4.607924528301886,0.9962264150943396,1154.5,4.570160050994792,0.9411220208781309
17.38,1235,4.654655870445344,1.054251012145749,1439.5,4.611455597553496,0.9941584581250944
21.724999999999998,930,4.659139784946237,0.9989247311827957,1258.5,4.6272078956642995,1.0074930266523532
26.07,753,4.651394422310757,0.9893758300132802,1060.75,4.643278651501056,1.0096944971090411
30.415,690,4.65072463768116,1.1028985507246376,902.0,4.653978678845874,1.0363625310166156
34.76,755,4.562913907284768,0.9470198675496688,782.0,4.631043188055731,1.0095547448675957
39.105,627,4.5964912280701755,0.9346092503987241,706.25,4.615381048836715,0.9934758746715777
43.449999999999996,439,4.548974943052392,1.0478359908883828,627.75,4.589776179022124,1.0080909148903534
47.794999999999995,380,4.622368421052632,0.9868421052631579,550.25,4.582687124864992,0.9790768035249834
52.0,2369,4.530392570704938,0.9421696918531026,953.75,4.574556790720035,0.9778642596008418
52.14,65,4.707692307692308,1.2,813.25,4.602357060625568,1.0442119470011608
104.0,1538,4.472041612483745,0.9557867360208062,1088.0,4.583123727983406,1.0211996332842666
156.0,178,4.359550561797753,0.8595505617977528,1037.5,4.517419263169686,0.9893767474179154
208.0,198,4.396464646464646,1.0404040404040404,494.75,4.483937282109613,1.0139353345556499
260.0,118,4.3940677966101696,1.0677966101694916,508.0,4.405531154339078,0.9808844870980227
312.0,1,5.0,0.0,123.75,4.537520751218142,0.7419378030928212
